priority,category,status,control,source_rows,evidence
P3,altro,pending,"Calcolare traffico generato dal polling ogni 2,5 secondi.",globale:T-1532,
P3,altro,pending,Cambiare applicazione.,globale:T-0447;globale:T-0810;usabilita:U0232;usabilita:U0540,
P3,altro,pending,Cambiare da Wi-Fi a dati mobili.,globale:T-0535,
P3,altro,pending,Cambiare data e ora del telefono.,globale:T-0754,
P3,altro,pending,Cambiare filtro.,globale:T-1678,
P3,altro,pending,Cambiare post durante la riproduzione.,globale:T-0910,
P3,altro,pending,Cambiare sezione.,globale:T-1397,
P3,altro,pending,Cambio Wi-Fi/dati mobili.,usabilita:U0526,
P3,altro,passed,campi cliccabili;,addendum:A0009,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,pending,Cancellare dati sensibili dopo logout.,globale:T-1622,
P3,altro,pending,caratteri HTML;,globale:T-1288,
P3,altro,pending,caratteri invisibili;,globale:T-1289,
P3,altro,pending,caratteri JavaScript;,globale:T-1290,
P3,altro,pending,casuali;,addendum:A0349,
P3,altro,pending,catturare la richiesta;,addendum:A0323,
P3,altro,pending,Cercare file .env nello ZIP.,globale:T-1494,
P3,altro,pending,Cercare GROUP_CODE nel bundle JavaScript.,globale:T-1495,
P3,altro,pending,Cercare ID o credenziali non necessarie.,globale:T-1496,
P3,altro,pending,Cercare segreti nei file sorgenti.,globale:T-1497,
P3,altro,pending,Cercare segreti nei log GitHub Actions.,globale:T-1498,
P3,altro,pending,Cercare segreti nei messaggi di errore.,globale:T-1499,
P3,altro,pending,Cercare segreti nella cronologia Git.,globale:T-1501,
P3,altro,pending,Cercare un luogo manualmente.,usabilita:U0243,
P3,altro,pending,Chiamare il numero di emergenza.,globale:T-1184,
P3,altro,pending,Chiudere completamente l’app.,globale:T-0536,
P3,altro,pending,Chiudere e riaprire il pannello.,usabilita:U0049,
P3,altro,passed,Chiudere e riaprire l’app.,usabilita:U0051;usabilita:U0272,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P3,altro,passed,Chiudere e riaprire.,globale:T-0360;usabilita:U0331,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,chiudere forzatamente la PWA;,globale:T-0811;usabilita:U0538,
P3,altro,pending,Chiudere il browser.,globale:T-0756,
P3,altro,pending,Chiudere il pannello.,usabilita:U0059,
P3,altro,pending,chiudere la finestra;,usabilita:U0537,
P3,altro,pending,chiudere la scheda;,globale:T-0812,
P3,altro,pending,Chiudere menu.,usabilita:U0277,
P3,altro,pending,Chiudere senza contenuti.,usabilita:U0136,
P3,altro,pending,Chiusura app.,globale:T-1208,
P3,altro,pending,chiusura con tasto Indietro;,addendum:A0245,
P3,altro,passed,Chiusura del compositore soltanto dopo conferma del server.,usabilita:U0162,"Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa"
P3,altro,pending,Chiusura e riapertura.,globale:T-1209;usabilita:U0399,
P3,altro,pending,"chiusura toccando fuori, se prevista;",addendum:A0244,
P3,altro,pending,Chrome.,globale:T-1083,
P3,altro,passed,Città di provenienza.,usabilita:U0386,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P3,altro,pending,Coda automatica degli invii.,globale:T-0117,
P3,altro,pending,codice di risposta;,addendum:A0417,
P3,altro,passed,Cognome.,usabilita:U0383,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P3,altro,passed,collegamenti con href vuoto;,addendum:A0182,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,passed,collegamenti con solo “#”;,addendum:A0183,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,pending,Collegamenti Internet.,globale:T-0884,
P3,altro,passed,collegamenti;,addendum:A0003,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,pending,collegamento ricevuto da un altro utente.,addendum:A0128,
P3,altro,pending,collegamento salvato prima del logout;,addendum:A0127,
P3,altro,pending,Collegare cuffie Bluetooth.,globale:T-0911,
P3,altro,pending,Collegare il deploy automatico da GitHub a Cloudflare.,globale:T-0003,
P3,altro,pending,comandi collegati a endpoint inesistenti;,addendum:A0186,
P3,altro,passed,comandi generati dinamicamente.,addendum:A0015,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,passed,comandi presenti nelle finestre modali;,addendum:A0013,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,passed,comandi visibili soltanto a determinati ruoli;,addendum:A0014,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,pending,come può cambiare dispositivo.,addendum:A0435,
P3,altro,pending,come può uscire;,addendum:A0434,
P3,altro,pending,commit esatto;,usabilita:U0705,
P3,altro,passed,Comparsa del post nel feed.,usabilita:U0163,"Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa"
P3,altro,pending,completato;,addendum:A0194,
P3,altro,pending,COMPLETO,addendum:A0394,
P3,altro,pending,componenti non più utilizzati;,addendum:A0404,
P3,altro,pending,comportamento dopo riapertura;,addendum:A0050,
P3,altro,pending,comportamento dopo ritorno online;,addendum:A0051,
P3,altro,pending,comprensibile.,addendum:A0363,
P3,altro,pending,"computer macOS, se disponibile.",globale:T-0296,
P3,altro,pending,Computer macOS.,globale:T-1084,
P3,altro,pending,computer Windows;,globale:T-0297;globale:T-1085,
P3,altro,pending,comunicare completamento;,addendum:A0258,
P3,altro,pending,Condividere su WhatsApp.,usabilita:U0264,
P3,altro,pending,Condividere tramite messaggio.,usabilita:U0265,
P3,altro,pending,Condivisione con fallback “Copia link”.,globale:T-0237,
P3,altro,pending,Condivisione per 15 minuti.,globale:T-0202,
P3,altro,pending,Condivisione per 30 minuti.,globale:T-0203,
P3,altro,pending,Condivisione per 60 minuti.,globale:T-0204,
P3,altro,pending,condizione dopo logout;,addendum:A0287,
P3,altro,pending,condizione dopo revoca;,addendum:A0289,
P3,altro,pending,condizione iniziale;,addendum:A0285,
P3,altro,pending,condizione quando l’API non risponde;,addendum:A0291,
P3,altro,pending,Conferma prima della condivisione.,globale:T-0205,
P3,altro,pending,Conferma quando la condivisione è terminata.,globale:T-0206,
P3,altro,passed,Confermare.,usabilita:U0433,Playwright mobile: conferma invia DELETE autenticato e riceve 200; preview c90ec547; 2026-08-04
P3,altro,pending,Confrontare numero di allegati.,globale:T-1158,
P3,altro,pending,Confrontare numero di post.,globale:T-1161,
P3,altro,pending,Confronto conteggi prima/dopo.,globale:T-0638,
P3,altro,pending,Consentire a ogni persona di scegliere quali dati rendere visibili.,globale:T-0048,
P3,altro,pending,Consentire all’utente di scegliere quando aggiornare se esiste una bozza.,globale:T-0826,
P3,altro,pending,consentire di tornare alla schermata precedente;,addendum:A0271,
P3,altro,pending,Consentire download dei propri dati.,globale:T-1337,
P3,altro,pending,Consentire geolocalizzazione.,globale:T-0497,
P3,altro,pending,CONSENTITO SOLTANTO CON APPROVAZIONE;,addendum:A0024,
P3,altro,pending,CONSENTITO;,addendum:A0021,
P3,altro,pending,Consultare checklist.,globale:T-0537,
P3,altro,pending,Consultare informazioni di emergenza.,globale:T-0538,
P3,altro,pending,Consultazione emergenze.,globale:T-1210,
P3,altro,pending,consumo batteria;,globale:T-1242,
P3,altro,pending,consumo CPU;,globale:T-1111,
P3,altro,pending,consumo D1;,globale:T-1112,
P3,altro,pending,consumo dati;,globale:T-1243,
P3,altro,pending,Contatti assicurazione.,globale:T-0238,
P3,altro,passed,Content Security Policy.,globale:T-0218;globale:T-1471,production-smoke: header Content-Security-Policy presente
P3,altro,pending,Content-Disposition corretto.,globale:T-1470,
P3,altro,pending,Content-Type corretto.,globale:T-1472,
P3,altro,pending,Contenuti misti.,usabilita:U0120,
P3,altro,passed,contenuto sottostante non cliccabile mentre la modale è aperta;,addendum:A0243,"Playwright Galaxy S9+: invito e sessione server, modale sopra barra, pulsante raggiungibile, stato disabilitato/invio, doppio clic=una richiesta, HTTP 201 e record confermato; preview 9913ac2c; 2026-08-04"
P3,altro,pending,continuazione dopo chiusura dell’app;,globale:T-0148,
P3,altro,pending,Contrasto sufficiente sotto luce solare.,globale:T-1060,
P3,altro,pending,Controllare Delhi iniziale e finale.,globale:T-0384,
P3,altro,pending,Controllare gesture con una mano.,globale:T-0385,
P3,altro,pending,Controllare marker sovrapposti.,globale:T-0386,
P3,altro,pending,Controllare orientamento orizzontale.,globale:T-0387,
P3,altro,pending,Controllare orientamento verticale.,globale:T-0388,
P3,altro,pending,Controllare tutte le coordinate.,globale:T-0389,
P3,altro,pending,controllare tutti i dati mostrati.,addendum:A0070,
P3,altro,pending,Controllare tutti i marker.,globale:T-0390,
P3,altro,pending,Controllare tutti i percorsi.,globale:T-0391,
P3,altro,pending,Controllare zoom automatico.,globale:T-0392,
P3,altro,pending,Controllare zoom con due dita.,globale:T-0393,
P3,altro,pending,controlli errori JavaScript;,addendum:A0204,
P3,altro,pending,controlli frontend diversi dai controlli server;,addendum:A0401,
P3,altro,pending,controlli modifica della schermata;,addendum:A0206,
P3,altro,pending,controlli risposta dell’API;,addendum:A0207,
P3,altro,pending,Controllo che l’operazione venga inviata una sola volta.,globale:T-0118,
P3,altro,pending,Controllo con caratteri ingranditi al 200%.,globale:T-1061,
P3,altro,pending,Controllo con caratteri ingranditi al 300%.,globale:T-1062,
P3,altro,pending,Controllo dei file mancanti.,globale:T-1715,
P3,altro,pending,Controllo dei nomi file.,globale:T-0167,
P3,altro,passed,Controllo della visibilità lato server.,globale:T-0066,QA 1.31.0: quattro livelli di visibilita filtrati lato server
P3,altro,pending,Controllo log.,globale:T-1214;usabilita:U0664,
P3,altro,pending,Controllo programma.,globale:T-1217,
P3,altro,pending,Convertitore euro/rupie.,globale:T-0239,
P3,altro,pending,coordinate corrette;,usabilita:U0593;usabilita:U0605,
P3,altro,pending,Copertina del giorno.,globale:T-0240,
P3,altro,pending,Copiare il collegamento del giorno.,globale:T-0969,
P3,altro,pending,Copiare il collegamento del post.,globale:T-0970,
P3,altro,pending,Copiare indirizzo.,globale:T-1185,
P3,altro,pending,correzione applicata;,globale:T-1244,
P3,altro,pending,creare dati appartenenti alla persona sbagliata;,addendum:A0310,
P3,altro,passed,Creare un’identità ospite controllata per i familiari.,globale:T-0062,production-smoke: identita ospite creata e validata dal server
P3,altro,pending,Creare una bozza testuale.,globale:T-0827,
P3,altro,pending,CSV delle informazioni strutturate.,globale:T-1716,
P3,altro,pending,data corretta.,usabilita:U0603,
P3,altro,pending,data e ora server;,globale:T-1557,
P3,altro,pending,data e ora;,globale:T-1245,
P3,altro,pending,data server corretta;,usabilita:U0606,
P3,altro,pending,Dati mobili.,usabilita:U0520,
P3,altro,pending,dati trasferiti;,globale:T-1114,
P3,altro,pending,Deep link del singolo post.,globale:T-0244,
P3,altro,pending,Definire budget massimo del bundle.,globale:T-1666,
P3,altro,pending,Definire comportamento quando la quota viene superata.,globale:T-1533,
P3,altro,pending,Definire consumo massimo accettabile.,globale:T-1654,
P3,altro,pending,Definire cosa accade ai post.,globale:T-1318,
P3,altro,pending,Definire per quanto tempo vengono conservate le subscription Push.,globale:T-1341,
P3,altro,pending,Definire per quanto tempo vengono conservati i log.,globale:T-1344,
P3,altro,pending,Definire per quanto tempo vengono conservati i post.,globale:T-1345,
P3,altro,pending,Definire perdita massima accettabile dei dati.,globale:T-1164,
P3,altro,pending,Definire se l’originale deve essere conservato.,globale:T-1430,
P3,altro,pending,Definire se l’utente è Ospite.,usabilita:U0479,
P3,altro,pending,Deselezionare un’attività.,usabilita:U0330,
P3,altro,pending,deve avere un nome verificabile;,usabilita:U0025,
P3,altro,pending,deve collegare ogni errore al relativo ID TEST.,addendum:A0426,
P3,altro,pending,deve consentire di ricostruire perché un tasto non ha funzionato;,addendum:A0425,
P3,altro,passed,deve nascondere tasti amministrativi;,addendum:A0280,ui-coordinator-grid touch ripetuto due volte: il Pubblico non monta Griglia coordinatore; soltanto la sessione coordinatore verificata la visualizza
P3,altro,pending,Deve riuscire soltanto una richiesta.,usabilita:U0411,
P3,altro,pending,Diario Mattina/Pomeriggio/Sera.,globale:T-0246,
P3,altro,pending,Dieci allegati.,usabilita:U0150,
P3,altro,pending,dieci tocchi rapidi non generano dieci richieste;,addendum:A0172,
P3,altro,pending,difetti rilevati;,globale:T-1247,
P3,altro,pending,disabilitato con indicazione “Non ancora disponibile”;,addendum:A0196,
P3,altro,pending,disabilitato;,addendum:A0161,
P3,altro,pending,disattivate dal sistema;,globale:T-1374,
P3,altro,pending,disattivate soltanto nell’app.,globale:T-1375,
P3,altro,pending,Dispositivo con batteria inferiore al 10%.,globale:T-1086,
P3,altro,pending,Dispositivo con memoria quasi esaurita.,globale:T-1087,
P3,altro,pending,dispositivo revocato;,globale:T-1559;usabilita:U0495,
P3,altro,pending,dispositivo utilizzato;,globale:T-1248,
P3,altro,pending,distinguere Annulla e Conferma;,addendum:A0254,
P3,altro,pending,Distinguere originale e versione ottimizzata.,globale:T-1431,
P3,altro,pending,dominio raggiungibile;,globale:T-1754,
P3,altro,pending,Doppio tocco rapido.,usabilita:U0255,
P3,altro,pending,Due persone reagiscono contemporaneamente.,globale:T-0464,
P3,altro,pending,due sistemi di autenticazione attivi contemporaneamente;,addendum:A0398,
P3,altro,pending,durata dell’operazione;,addendum:A0418,
P3,altro,pending,è facilmente premibile da telefono;,usabilita:U0670,
P3,altro,pending,è presente;,globale:T-0248,
P3,altro,pending,Edge.,globale:T-1088,
P3,altro,pending,elenco degli errori corretti;,usabilita:U0708,
P3,altro,pending,elenco dei difetti ancora aperti.,usabilita:U0730,
P3,altro,pending,elenco dei file modificati;,usabilita:U0707,
P3,altro,pending,elenco delle dichiarazioni funzionali verificate;,addendum:A0481,
P3,altro,pending,elenco delle prove eseguite;,globale:T-1249,
P3,altro,pending,elenco di tutti i pulsanti testati;,usabilita:U0711,
P3,altro,pending,emoji;,globale:T-1291;usabilita:U0154;usabilita:U0394,
P3,altro,pending,Endpoint con cursore o updated_since.,globale:T-0099,
P3,altro,pending,endpoint mai utilizzati;,addendum:A0187,
P3,altro,pending,endpoint precedenti ancora raggiungibili;,addendum:A0405,
P3,altro,pending,Errore API 500.,globale:T-1543,
P3,altro,pending,Errore conversione HEIC.,globale:T-1545,
P3,altro,pending,errore di sicurezza.,globale:T-1565,
P3,altro,pending,Errore JavaScript frontend.,globale:T-1547,
P3,altro,pending,Errore Push.,globale:T-1548,
P3,altro,pending,errori commessi;,globale:T-1775,
P3,altro,pending,errori HTTP;,globale:T-1115,
P3,altro,pending,esegua il clic;,addendum:A0203,
P3,altro,pending,esegue realmente l’operazione server;,usabilita:U0675,
P3,altro,pending,Eseguire logout nella prima scheda.,globale:T-1590,
P3,altro,passed,Eseguire logout.,globale:T-0325;usabilita:U0053;usabilita:U0075;addendum:A0068,QA 1.31.0: logout eseguito e token successivamente respinto | Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04
P3,altro,pending,Eseguire prova continuativa di 48 ore.,globale:T-0579,
P3,altro,pending,Eseguire prova di quattro ore.,globale:T-1655,
P3,altro,pending,Eseguire prova di un’ora.,globale:T-1656,
P3,altro,pending,Eseguire richieste ripetute automatiche.,globale:T-0616,
P3,altro,pending,esiste evidenza del collaudo manuale su dispositivi reali.,addendum:A0462,
P3,altro,pending,esiste il registro completo di tutti gli elementi interattivi;,addendum:A0443,
P3,altro,pending,esiste una suite automatica per tutti i ruoli;,addendum:A0461,
P3,altro,pending,esistono file o record orfani;,usabilita:U0702,
P3,altro,pending,esistono rate limiting e protezioni antispam;,globale:T-0668,
P3,altro,pending,esistono test automatici reali;,globale:T-0669,
P3,altro,pending,Esportazione CSV.,globale:T-0250,
P3,altro,pending,Esportazione JSON.,globale:T-0251,
P3,altro,pending,estensione falsa.,globale:T-0424,
P3,altro,passed,Età.,usabilita:U0384,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
